"periodo","estu_tipodocumento","estu_consecutivo","cole_area_ubicacion","cole_bilingue","cole_calendario","cole_caracter","cole_cod_dane_establecimiento","cole_cod_dane_sede","cole_cod_depto_ubicacion","cole_cod_mcpio_ubicacion","cole_codigo_icfes","cole_depto_ubicacion","cole_genero","cole_jornada","cole_mcpio_ubicacion","cole_naturaleza","cole_nombre_establecimiento","cole_nombre_sede","cole_sede_principal","estu_cod_depto_presentacion","estu_cod_mcpio_presentacion","estu_cod_reside_depto","estu_cod_reside_mcpio","estu_depto_presentacion","estu_depto_reside","estu_estadoinvestigacion","estu_estudiante","estu_fechanacimiento","estu_genero","estu_mcpio_presentacion","estu_mcpio_reside","estu_nacionalidad","estu_pais_reside","estu_privado_libertad","fami_cuartoshogar","fami_educacionmadre","fami_educacionpadre","fami_estratovivienda","fami_personashogar","fami_tieneautomovil","fami_tienecomputador","fami_tieneinternet","fami_tienelavadora","desemp_ingles","punt_ingles","punt_matematicas","punt_sociales_ciudadanas","punt_c_naturales","punt_lectura_critica","punt_global"
"20194","TI","SB11201940413254","RURAL","S","A","TÉCNICO","319821000412","319821000412","19","19821","055996","CAUCA","MIXTO","COMPLETA","TORIBÍO","OFICIAL","I.E. TECNICA EDUARDO SANTOS","I.E. TECNICA EDUARDO SANTOS - SEDE PRINCIPAL","S","19","19698","19","19821","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","19/06/2002","M","SANTANDER DE QUILICHAO","TORIBÍO","COLOMBIA","COLOMBIA","N","Dos","Primaria incompleta","Primaria incompleta","Estrato 1","5 a 6","No","No","No","No","A-","27","60","37","46","46","228"
"20152","CC","SB11201520048262","URBANO","","A","ACADÉMICO","319001004677","319001004677","19","19001","131599","CAUCA","MIXTO","TARDE","POPAYAN","NO OFICIAL","COLEGIO INSTITUTO  BOLIVARIANO","COLEGIO INSTITUTO  BOLIVARIANO - SEDE PRINCIPAL","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","12/08/1996","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Dos","Primaria completa","Primaria completa","Estrato 1","Cuatro","Si","Si","No","No","A1","50","38","31","40","30","180"
"20142","TI","SB11201420195760","URBANO","N","A","ACADÉMICO","119001000079","119001000079","19","19001","007179","CAUCA","MIXTO","MAÑANA","POPAYAN","OFICIAL","INSTITUCION EDUCATIVA JOSE EUSEBIO CARO","SEDE JOSE EUSEBIO CARO","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","29/11/1996","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Primaria incompleta","Ninguno","Estrato 2","Siete","No","Si","Si","Si","A1","54","69","60","62","63","314"
"20152","TI","SB11201520396957","URBANO","N","A","TÉCNICO","119142000480","119142000480","19","19142","079111","CAUCA","MIXTO","MAÑANA","CALOTO","OFICIAL","I.E. NUCLEO ESCOLAR RURAL CALOTO","I.E. NUCLEO ESCOLAR RURAL CALOTO - SEDE PRINCIPAL","S","19","19142","19","19142","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","10/11/1997","M","CALOTO","CALOTO","COLOMBIA","COLOMBIA","N","Tres","Primaria incompleta","Primaria incompleta","Estrato 1","Cuatro","No","No","No","No","A-","41","49","49","48","51","243"
"20122","TI","SB11201220427334","URBANO","N","A","ACADÉMICO","119807000125","119807000125","19","19807","140608","CAUCA","MIXTO","MAÑANA","TIMBÍO","OFICIAL","INST EDUC CONC ESC GUILLERMO VALENCIA (ANTES SEDE INST EDUC CARLOS ALBAN)","GUILLERMO VALENCIA (sede principal)","S","19","19001","19","19807","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","04/06/1994","F","POPAYÁN","TIMBÍO","COLOMBIA","COLOMBIA","N","Nueve","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Estrato 1","Once","No","Si","No","Si","A1","46","46","","","",""
"20102","TI","SB11201020437740","RURAL","N","A","TÉCNICO","219821000663","219821000663","19","19821","050740","CAUCA","MIXTO","MAÑANA","TORIBÍO","OFICIAL","I.E.A. INDIGENA QUINTIN LAME","I.E.A. INDIGENA QUINTIN LAME - SEDE PRINCIPAL","S","19","19698","19","19821","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","09/05/1993","F","SANTANDER DE QUILICHAO","TORIBÍO","COLOMBIA","COLOMBIA","N","Dos","Primaria incompleta","Primaria completa","Estrato 1","Seis","No","No","No","No","A1","49.66","42.46","","","",""
"20102","CC","SB11201020434432","URBANO","N","A","TÉCNICO","319318001355","319318001355","19","19318","026203","CAUCA","MIXTO","MAÑANA","GUAPÍ","OFICIAL","I.E. SAN JOSE","SAN JOSE (SEDE PRINCIPAL)","S","19","19318","19","19318","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","04/11/1989","M","GUAPÍ","GUAPÍ","COLOMBIA","COLOMBIA","N","Cuatro","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Estrato 1","Nueve","No","No","No","No","A-","36.8","45.38","","","",""
"20162","CC","SB11201620020687","URBANO","N","A","TÉCNICO","119100002474","119100002474","19","19100","048512","CAUCA","MIXTO","MAÑANA","BOLIVAR","OFICIAL","INST EDUC TEC DOMINGO BELISARIO GOMEZ","COLEGIO TECNICO DOMINGO BELISARIO GOMEZ","S","19","19100","19","19100","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","10/09/1994","M","BOLÍVAR","BOLÍVAR","COLOMBIA","COLOMBIA","N","Dos","Primaria completa","Primaria completa","Estrato 1","Seis","No","No","No","No","A-","33","32","39","36","46","188"
"20152","CC","SB11201520002264","URBANO","N","A","ACADÉMICO","119473000081","119473000081","19","19473","007385","CAUCA","MIXTO","MAÑANA","MORALES","OFICIAL","INSTITUCION EDUCATIVA FRANCISCO ANTONIO RADA","BACHILLERATO MIXTO FRANCISCO ANTONIO RADA","S","19","19548","19","19473","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","26/11/1996","F","PIENDAMÓ - TUNÍA","MORALES","COLOMBIA","COLOMBIA","N","Dos","Primaria completa","Secundaria (Bachillerato) completa","Estrato 1","Cuatro","No","No","No","No","A-","46","44","49","44","38","220"
"20162","CC","SB11201620432890","RURAL","N","A","TÉCNICO/ACADÉMICO","119517000016","119517000016","19","19517","169839","CAUCA","MIXTO","NOCHE","PAEZ (BELALCAZAR)","OFICIAL","INSTITUCION EDUCATIVA NORMAL SUPERIOR ENRIQUE VALLEJO DE TIERRADENTRO","ESCUELA NORMAL SUPERIOR DE TIERRADENTRO ENRIQUE VALLEJO","S","19","19517","19","19517","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","16/08/1988","F","PÁEZ","PÁEZ","COLOMBIA","COLOMBIA","N","Dos","Primaria completa","Primaria completa","Estrato 1","Tres","No","No","No","No","A1","54","29","41","46","46","208"
"20152","TI","SB11201520088188","URBANO","N","A","TÉCNICO","119698000101","119698000101","19","19698","007484","CAUCA","MIXTO","MAÑANA","SANTANDER DE QUILICHAO","OFICIAL","INSTITUCION EDUCATIVA INSTITUTO TECNICO DE SANTANDER DE QUILICHAO","INSTITUTO TECNICO COLEGIO NACIONAL DE BACHILLERATO","S","19","19698","19","19698","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","01/10/1997","M","SANTANDER DE QUILICHAO","SANTANDER DE QUILICHAO","COLOMBIA","COLOMBIA","N","Cuatro","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","Cinco","No","Si","No","No","A-","46","58","40","52","46","244"
"20102","TI","SB11201020430068","URBANO","N","A","ACADÉMICO","119001000044","119001000044","19","19001","006957","CAUCA","FEMENINO","MAÑANA","POPAYÁN","OFICIAL","SAN AGUSTIN","SEDE SAN AGUSTIN","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","11/10/1994","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) incompleta","Primaria completa","Estrato 1","Dos","No","No","No","No","A2","67.41","58.38","","","",""
"20102","TI","SB11201020429685","URBANO","N","A","TÉCNICO/ACADÉMICO","119001001199","119001001199","19","19001","007096","CAUCA","MIXTO","MAÑANA","POPAYÁN","OFICIAL","INSTITUCIÓN EDUCATIVA INEM FCO JOSE DE CALDAS","SEDE INEM","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","15/05/1993","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Seis","Educación profesional completa","Secundaria (Bachillerato) completa","Estrato 1","Siete","No","Si","Si","No","A1","50.1","42.46","","","",""
"20172","TI","SB11201720174141","URBANO","N","A","ACADÉMICO","119256000587","119256000587","19","19256","228338","CAUCA","MIXTO","MAÑANA","EL TAMBO","OFICIAL","I.E. LIBORIO MEJIA","LIBORIO MEJIA (sede principal)","S","19","19256","19","19256","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","16/06/2001","F","EL TAMBO","EL TAMBO","COLOMBIA","COLOMBIA","N","Tres","Primaria incompleta","Primaria incompleta","Estrato 1","3 a 4","No","Si","No","No","A1","56","32","34","49","45","206"
"20122","TI","SB11201220528641","RURAL","N","A","TÉCNICO","219473006512","219473006512","19","19473","094177","CAUCA","MIXTO","MAÑANA","MORALES","OFICIAL","I.E. AGROPECUARIA MAXIMO GOMEZ","MAXIMO GOMEZ (sede principal)","S","19","19548","19","19473","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","15/04/1995","M","PIENDAMÓ - TUNÍA","MORALES","COLOMBIA","COLOMBIA","N","Cuatro","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Estrato 1","Seis","No","No","No","No","A-","40","35","","","",""
"20112","CC","SB11201120428786","RURAL","N","A","TÉCNICO","419355000649","419355000649","19","19355","162438","CAUCA","MIXTO","MAÑANA","INZÁ","OFICIAL","I.E. AGROPECUARIA KPI SX ZUN CALDERAS","I.E. AGROPECUARIA KPI SX ZUN CALDERAS - CALDERAS - SEDE PRINCIPAL","S","19","19355","19","19355","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","24/04/1991","F","INZÁ","INZÁ","COLOMBIA","COLOMBIA","N","Tres","Técnica o tecnológica incompleta","Secundaria (Bachillerato) incompleta","Estrato 1","Cuatro","No","No","No","No","A-","41","43","","","",""
"20102","CC","SB11201020519849","RURAL","","A","TÉCNICO/ACADÉMICO","218610001098","218610001098","18","18610","145946","CAQUETA","MIXTO","NOCHE","SAN JOSÉ DEL FRAGUA","OFICIAL","I.E.R. DIVINO NIÑO","PUERTO NUEVO ZABALETA","S","18","18610","19","19533","CAQUETA","CAUCA","PUBLICAR","ESTUDIANTE","22/06/1973","M","SAN JOSÉ DEL FRAGUA","PIAMONTE","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) completa","Primaria completa","Estrato 1","Cuatro","No","No","No","No","A1","50.1","50.67","","","",""
"20132","CC","SB11201320204822","URBANO","N","A","ACADÉMICO","119001002195","119001002195","19","19001","109793","CAUCA","MIXTO","TARDE","POPAYÁN","OFICIAL","INSTITUCION EDUCATIVA ANTONIO GARCIA PAREDES","SEDE ANTONIO GARCIA PAREDES","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","25/04/1994","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Técnica o tecnológica incompleta","Estrato 1","Seis","No","No","No","No","A1","50","44","","","",""
"20172","TI","SB11201720175374","URBANO","N","A","ACADÉMICO","119473000081","119473000081","19","19473","007385","CAUCA","MIXTO","MAÑANA","MORALES","OFICIAL","INSTITUCION EDUCATIVA FRANCISCO ANTONIO RADA","FRANCISCO ANTONIO RADA (sede principal)","S","19","19548","19","19473","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","18/05/2000","M","PIENDAMÓ - TUNÍA","MORALES","COLOMBIA","COLOMBIA","N","Dos","Educación profesional incompleta","Educación profesional completa","Estrato 2","1 a 2","No","Si","Si","No","A2","61","66","80","56","75","343"
"20142","TI","SB11201420438616","URBANO","N","A","ACADÉMICO","119001002195","119001002195","19","19001","109793","CAUCA","MIXTO","TARDE","POPAYAN","OFICIAL","INSTITUCION EDUCATIVA ANTONIO GARCIA PAREDES","SEDE ANTONIO GARCIA PAREDES","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","28/11/1994","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Estrato 2","Cinco","No","No","No","No","A-","44","50","54","46","50","248"
"20102","TI","SB11201020570094","URBANO","S","A","TÉCNICO","119809001358","119809001358","19","19809","007542","CAUCA","MIXTO","MAÑANA","TIMBIQUÍ","OFICIAL","INSTITUCION EDUCATIVA AGRICOLA JUSTINIANO OCORO","JUSTINIANO OCORO (sede principal)","S","19","19809","19","19809","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","12/08/1993","M","TIMBIQUÍ","TIMBIQUÍ","COLOMBIA","COLOMBIA","N","Cuatro","Secundaria (Bachillerato) incompleta","Primaria completa","Estrato 1","Cinco","No","No","No","No","A-","40.14","39.12","","","",""
"20172","TI","SB11201720445004","URBANO","S","A","ACADÉMICO","119573000207","119573000207","19","19573","041533","CAUCA","MIXTO","TARDE","PUERTO TEJADA","OFICIAL","I.E. FIDELINA ECHEVERRY","FIDELINA ECHEVERRY (sede principal)","S","19","19573","19","19573","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","25/01/2001","M","PUERTO TEJADA","PUERTO TEJADA","COLOMBIA","COLOMBIA","N","Cinco","Secundaria (Bachillerato) completa","Postgrado","Estrato 3","3 a 4","No","No","Si","Si","A-","35","38","34","36","38","182"
"20142","CC","SB11201420552594","RURAL","N","A","ACADÉMICO","219397000411","219397000411","19","19397","103077","CAUCA","MIXTO","MAÑANA","LA VEGA","OFICIAL","INSTITUCION EDUCATIVA SAN JOSE DE ALTAMIRA","COL SAN JOSE DE ALTAMIRA (ANTES CENT DOC ALTAMIRA)","S","19","19397","19","19397","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","03/11/1994","M","LA VEGA","LA VEGA","COLOMBIA","COLOMBIA","N","Tres","Ninguno","Primaria incompleta","Estrato 1","Tres","No","No","No","No","A-","48","50","46","48","55","248"
"20172","TI","SB11201720229041","RURAL","","A","TÉCNICO/ACADÉMICO","219698000327","219698000327","19","19698","155440","CAUCA","MIXTO","COMPLETA","SANTANDER DE QUILICHAO","OFICIAL","I.E. AGROPECUARIA SAN ISIDRO","SAN ISIDRO (sede principal)","S","19","19698","19","19698","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","19/05/1999","F","SANTANDER DE QUILICHAO","SANTANDER DE QUILICHAO","COLOMBIA","COLOMBIA","N","Dos","Primaria incompleta","Primaria incompleta","Estrato 1","5 a 6","No","No","No","No","A-","47","42","39","47","51","225"
"20152","TI","SB11201520247648","RURAL","","A","TÉCNICO/ACADÉMICO","219532001155","219532001155","19","19532","127589","CAUCA","MIXTO","MAÑANA","PATIA(EL BORDO)","OFICIAL","I.E. DOS RIOS","I.E. DOS RÍOS - SEDE PRINCIPAL","S","19","19532","19","19532","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","30/06/1997","F","PATÍA","PATÍA","COLOMBIA","COLOMBIA","N","Cuatro","Secundaria (Bachillerato) incompleta","Primaria incompleta","Estrato 1","Diez","No","No","No","No","A-","41","38","47","40","32","197"
"20172","TI","SB11201720077575","URBANO","","A","ACADÉMICO","119548000138","119548000138","19","19548","152496","CAUCA","MIXTO","MAÑANA","PIENDAMO","OFICIAL","INSTITUCION EDUCATIVA SIMON BOLIVAR","SIMON BOLIVAR (sede principal)","S","19","19548","19","19548","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","04/04/2001","F","PIENDAMÓ - TUNÍA","PIENDAMÓ - TUNÍA","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) completa","Educación profesional completa","Estrato 2","3 a 4","No","No","No","Si","A1","56","43","42","50","55","241"
"20152","TI","SB11201520089745","URBANO","N","A","TÉCNICO","119698000101","119698000101","19","19698","007484","CAUCA","MIXTO","MAÑANA","SANTANDER DE QUILICHAO","OFICIAL","INSTITUCION EDUCATIVA INSTITUTO TECNICO DE SANTANDER DE QUILICHAO","INSTITUTO TECNICO COLEGIO NACIONAL DE BACHILLERATO","S","19","19698","19","19698","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","23/06/1997","M","SANTANDER DE QUILICHAO","SANTANDER DE QUILICHAO","COLOMBIA","COLOMBIA","N","Cuatro","Primaria incompleta","Ninguno","Estrato 1","Cinco","Si","No","No","Si","A1","52","67","68","57","63","314"
"20112","TI","SB11201120426011","URBANO","N","A","ACADÉMICO","119001000061","119001000061","19","19001","059030","CAUCA","MIXTO","TARDE","POPAYÁN","OFICIAL","INSTITUCIÓN EDUCATIVA FRANCISCO ANTONIO DE ULLOA","SEDE FRANCISCO ANTONIO DE ULLOA","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","18/09/1994","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) incompleta","Educación profesional incompleta","Estrato 2","Siete","No","No","No","No","A1","43","49","","","",""
"20112","TI","SB11201120565903","RURAL","N","A","TÉCNICO","219110001748","219110001748","19","19110","102996","CAUCA","MIXTO","MAÑANA","BUENOS AIRES","OFICIAL","INSTITUCION EDUCATIVA AGROPECUARIO PALO BLANCO","PALO BLANCO (sede principal)","S","19","19780","19","19110","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","02/03/1995","F","SUÁREZ","BUENOS AIRES","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 1","Cinco","No","Si","No","No","A-","39","31","","","",""
"20132","CR","SB11201320090906","RURAL","N","A","TÉCNICO","119693000472","119693000472","19","19693","043638","CAUCA","MIXTO","COMPLETA","SAN SEBASTIÁN","OFICIAL","I.E.A. NUESTRA SEÑORA DEL ROSARIO","NUESTRA SEÑORA DEL ROSARIO (sede principal)","S","19","19100","19","19693","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","22/03/1995","F","BOLÍVAR","SAN SEBASTIÁN","COLOMBIA","COLOMBIA","N","Cuatro","Primaria incompleta","Primaria incompleta","Estrato 1","Cuatro","No","No","No","No","A-","14","47","","","",""
"20172","CC","SB11201720475189","URBANO","N","A","TÉCNICO","319418000011","319418000011","19","19418","032094","CAUCA","MIXTO","COMPLETA","LOPEZ (MICAY)","OFICIAL","I.E. PABLO VI","PABLO VI (SEDE PRINCIPAL)","S","19","19418","19","19418","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","16/07/1998","M","LÓPEZ DE MICAY","LÓPEZ DE MICAY","COLOMBIA","COLOMBIA","N","Tres","Primaria completa","Primaria incompleta","Estrato 1","7 a 8","No","No","No","No","A1","51","39","51","49","51","239"
"20111","TI","SB11201110071571","URBANO","N","B","TÉCNICO/ACADÉMICO","319001002054","319001002054","19","19001","039461","CAUCA","MASCULINO","COMPLETA","POPAYÁN","NO OFICIAL","SEMINARIO MENOR ARQUIDIOCESANO","SEMINARIO MENOR ARQUIDIOCESANO","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","01/11/1993","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) completa","Educación profesional completa","Estrato 3","Dos","No","Si","Si","Si","B1","68.31","76.53","","","",""
"20132","TI","SB11201320469002","URBANO","S","A","ACADÉMICO","119573000207","119573000207","19","19573","041533","CAUCA","MIXTO","TARDE","PUERTO TEJADA","OFICIAL","I.E. FIDELINA ECHEVERRY","FIDELINA ECHEVERRY (sede principal)","S","19","19573","19","19573","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","03/05/1996","M","PUERTO TEJADA","PUERTO TEJADA","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","Estrato 1","Cuatro","No","No","No","Si","A-","33","34","","","",""
"20162","TI","SB11201620353899","URBANO","N","A","TÉCNICO","119100003047","119100003047","19","19100","007229","CAUCA","MIXTO","MAÑANA","BOLIVAR","OFICIAL","INSTITUCIÓN EDUCATIVA SANTA CATALINA DE LABOURÉ","COLEGIO TECNICO SANTA CATALINA LABUORE","S","19","19100","19","19100","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","30/10/1999","F","BOLÍVAR","BOLÍVAR","COLOMBIA","COLOMBIA","N","Tres","Primaria completa","Primaria completa","Estrato 1","Cuatro","No","No","No","No","A1","56","48","58","55","54","269"
"20162","TI","SB11201620144422","RURAL","","A","ACADÉMICO","219473000263","219473000263","19","19473","193599","CAUCA","MIXTO","MAÑANA","MORALES","OFICIAL","INSTITUCION EDUCATIVA EL MANGO","ESCUELA RURAL MIXTA MANGO","S","19","19548","19","19473","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","09/06/1998","F","PIENDAMÓ - TUNÍA","MORALES","COLOMBIA","COLOMBIA","N","Cuatro","Primaria incompleta","Primaria incompleta","Estrato 1","Ocho","No","No","No","Si","A1","56","52","46","56","52","260"
"20191","TI","SB11201910019978","URBANO","","B","ACADÉMICO","319001001201","319001001201","19","19001","131581","CAUCA","MIXTO","MAÑANA","POPAYÁN","NO OFICIAL","COL MIXTO SINTRAFEC","COL MIXTO SINTRAFEC","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","18/12/2001","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Cuatro","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","Estrato 2","3 a 4","No","Si","Si","Si","A2","59","61","56","61","65","303"
"20162","TI","SB11201620391998","RURAL","N","A","TÉCNICO","219355001166","219355001166","19","19355","091629","CAUCA","MIXTO","COMPLETA","INZA","OFICIAL","INSTITUCION EDUCATIVA AGRICOLA NUESTRA SENORA DE LA CANDELARIA","INSTITUTO TECNICO AGRICOLA NUESTRA SENORA DE LA CANDELARIA","S","19","19355","19","19355","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","04/06/1999","M","INZÁ","INZÁ","COLOMBIA","COLOMBIA","N","Cuatro","Secundaria (Bachillerato) completa","Primaria incompleta","Estrato 1","Cuatro","No","Si","No","No","A1","57","43","53","47","40","234"
"20142","TI","SB11201420094354","URBANO","N","A","ACADÉMICO","119001000486","119001000486","19","19001","019281","CAUCA","MIXTO","MAÑANA","POPAYAN","OFICIAL","INSTITUCION EDUCATIVA GABRIELA MISTRAL","SEDE GABRIELA MISTRAL","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","28/01/1998","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Educación profesional completa","Estrato 2","Cinco","No","No","No","No","A1","49","50","45","55","44","243"
"20112","TI","SB11201120430354","RURAL","","A","TÉCNICO","219548000574","219548000574","19","19548","127563","CAUCA","MIXTO","MAÑANA","PIENDAMÓ - TUNÍA","OFICIAL","INSTITUCION EDUCATIVA AGROINDUSTRIAL LA MARIA","COLEGIO AGROINDUSTRIAL  INTEGRADO LA MARIA","S","19","19548","19","19548","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","13/01/1995","F","PIENDAMÓ - TUNÍA","PIENDAMÓ - TUNÍA","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Estrato 1","Dos","No","No","No","No","A1","47","46","","","",""
"20172","CC","SB11201720164174","URBANO","N","A","ACADÉMICO","119001002837","119001002837","19","19001","115899","CAUCA","MIXTO","MAÑANA","POPAYAN","OFICIAL","INSTITUCION EDUCATIVA ALFEREZ REAL","SEDE ALFEREZ REAL","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","30/05/1998","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Cinco","Secundaria (Bachillerato) completa","No sabe","Estrato 1","7 a 8","No","No","Si","Si","A-","41","44","47","53","61","252"
"20112","TI","SB11201120425323","URBANO","N","A","ACADÉMICO","119807000133","119807000133","19","19807","024497","CAUCA","MIXTO","MAÑANA","TIMBÍO","OFICIAL","I.E. CARLOS ALBAN","CARLOS ALBAN (sede principal)","S","19","19001","19","19807","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","05/04/1994","F","POPAYÁN","TIMBÍO","COLOMBIA","COLOMBIA","N","Dos","Primaria completa","Primaria completa","Estrato 1","Cinco","No","No","No","No","A-","34","42","","","",""
"20152","TI","SB11201520052877","RURAL","N","A","TÉCNICO","219355001158","219355001158","19","19355","065631","CAUCA","MIXTO","COMPLETA","INZA","OFICIAL","INSTITUCION EDUCATIVA AGRICOLA LUIS NELSON CUELLAR","INSTITUTO TECNICO AGRICOLA LUIS NELSON CUELLAR","S","19","19355","19","19355","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","14/11/1998","F","INZÁ","INZÁ","COLOMBIA","COLOMBIA","N","Tres","Primaria completa","Primaria incompleta","Estrato 1","Cinco","No","No","No","No","A1","50","50","50","53","46","249"
"20152","CC","SB11201520512938","RURAL","","A","ACADÉMICO","219780001382","219780001382","19","19780","191072","CAUCA","MIXTO","NOCHE","SUAREZ","OFICIAL","INSTITUCION EDUCATIVA LA MESETA (ANTES CENTRO EDUCATIVO LA MESETA)","CENTRO DOCENTE RURAL MIXTA LA MESETA","S","19","19780","19","19780","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","23/07/1995","F","SUÁREZ","SUÁREZ","COLOMBIA","COLOMBIA","N","Uno","Primaria incompleta","Primaria incompleta","Estrato 1","Cuatro","No","No","No","No","A-","44","42","43","45","37","210"
"20142","TI","SB11201420029171","URBANO","N","A","TÉCNICO","119212000369","119212000369","19","19212","030387","CAUCA","MIXTO","COMPLETA","CORINTO","OFICIAL","INSTITUCION EDUCATIVA INCODELCA","INSTITUTO COMERCIAL DEL CAUCA INCODELCA","S","19","19212","19","19212","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","14/12/1997","F","CORINTO","CORINTO","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Estrato 1","Cuatro","No","No","No","No","A-","44","50","47","41","44","227"
"20111","TI","SB11201110071536","URBANO","N","B","TÉCNICO/ACADÉMICO","319001002054","319001002054","19","19001","039461","CAUCA","MASCULINO","COMPLETA","POPAYÁN","NO OFICIAL","SEMINARIO MENOR ARQUIDIOCESANO","SEMINARIO MENOR ARQUIDIOCESANO","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","19/04/1994","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Cinco","Secundaria (Bachillerato) completa","Educación profesional completa","Estrato 5","Ocho","Si","Si","Si","Si","A-","41.43","57.47","","","",""
"20194","TI","SB11201940153774","URBANO","N","A","ACADÉMICO","119256000293","119256000293","19","19256","115576","CAUCA","MIXTO","MAÑANA","EL TAMBO","OFICIAL","I.E. SAN CARLOS","SAN CARLOS (sede principal)","S","19","19256","19","19256","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","28/10/2002","M","EL TAMBO","EL TAMBO","COLOMBIA","COLOMBIA","N","Uno","Técnica o tecnológica completa","Técnica o tecnológica incompleta","Estrato 1","1 a 2","No","Si","No","Si","A-","37","34","36","36","31","172"
